,0,1
0,1958.0,-0.15088817441635138
1,1959.0,-0.0830166344586678
2,1960.0,-0.04662649878475607
3,1961.0,-0.04661012631897772
4,1962.0,-0.07465941810326153
5,1963.0,-0.11300554745092399
6,1964.0,-0.1413546483646563
7,1965.0,-0.14434574390459057
8,1966.0,-0.11679684219729049
9,1967.0,-0.06494698356694659
10,1968.0,-0.0034574092923725236
11,1969.0,0.05049550166584984
12,1970.0,0.08369964171736155
13,1971.0,0.09153251281311782
14,1972.0,0.07912088644533685
15,1973.0,0.05879859163239888
16,1974.0,0.04502237600779853
17,1975.0,0.0487979492337897
18,1976.0,0.07374389979183052
19,1977.0,0.11518927617967242
20,1978.0,0.1624758310955125
21,1979.0,0.20340669326045524
22,1980.0,0.22901884181597662
23,1981.0,0.23682866153596166
24,1982.0,0.23138527643135648
25,1983.0,0.22206847793109696
26,1984.0,0.21914120197094822
27,1985.0,0.22969454713561796
28,1986.0,0.2550805289561134
29,1987.0,0.29076000994806706
30,1988.0,0.32849033998820715
31,1989.0,0.35985035189824055
32,1990.0,0.37961534653075524
33,1991.0,0.3876282881052033
34,1992.0,0.38848848912829775
35,1993.0,0.38930287613784287
36,1994.0,0.3965328391235704
37,1995.0,0.4133029548488675
38,1996.0,0.4382918137377683
39,1997.0,0.4666162126417234
40,1998.0,0.4922540097825046
41,1999.0,0.5108948525702091
42,2000.0,0.5219372543146164
43,2001.0,0.5287352110698821
44,2002.0,0.5369734288177124
45,2003.0,0.5518865153054106
46,2004.0,0.5755743013044134
47,2005.0,0.6056646002222157
48,2006.0,0.6360219723049421
49,2007.0,0.6593170791734781
50,2008.0,0.6704248993559877
51,2009.0,0.66917809589388
52,2010.0,0.6611746910124876
53,2011.0,0.6560871106330168
54,2012.0,0.6639586009284673
55,2013.0,0.6908818732447257
56,2014.0,0.7358432535921544
57,2015.0,0.7901864888736856
58,2016.0,0.8401906816523876
59,2017.0,0.872017245961378
60,2018.0,0.8772475167416667
61,2019.0,0.8568385672174632
62,2020.0,0.8217726212159855
63,2021.0,0.7898441208602621
64,2022.0,0.779503436517505
65,2023.0,0.8028970371347544
66,2024.0,0.8607168606775454
67,2025.0,0.9409658594113267
68,2026.0,1.0223978834240306
69,2027.0,1.0816663817794505
70,2028.0,1.1017547475036642
71,2029.0,1.0786311928238683
72,2030.0,1.0235548433934927
73,2031.0,0.9599316328138592
74,2032.0,0.9155751336245768
75,2033.0,0.9129614462531654
76,2034.0,0.9609249605934769
77,2035.0,1.0508694582759917
78,2036.0,1.1590555031077479
79,2037.0,1.2543840018009933
80,2038.0,1.3090891964419094
81,2039.0,1.3086188500564917
82,2040.0,1.2571545329739948
83,2041.0,1.176683863212093
84,2042.0,1.0997843964320981
85,2043.0,1.0585227251103364
86,2044.0,1.0733040565917145
87,2045.0,1.1455971317212958
88,2046.0,1.2571520379983148
89,2047.0,1.3760716132639845
90,2048.0,1.4676850656095282
91,2049.0,1.5064637172446376
92,2050.0,1.4848275033267921
93,2051.0,1.4157639792632213
94,2052.0,1.328343690804429
95,2053.0,1.2577019961385847
96,2054.0,1.2329870863028103
97,2055.0,1.2674658094696336
98,2056.0,1.3541943983234466
99,2057.0,1.4686877216839247
100,2058.0,1.577565613098422
101,2059.0,1.6500895781915301
102,2060.0,1.6685506196610134
103,2061.0,1.6339473678659189
104,2062.0,1.5651091199757305
105,2063.0,1.4917417169815412
106,2064.0,1.4439734213051554
107,2065.0,1.4421188474014555
108,2066.0,1.4901848269257087
109,2067.0,1.5752196637591571
110,2068.0,1.6724964083981895
111,2069.0,1.7544896992097974
112,2070.0,1.8003694166338082
113,2071.0,1.8027004759794134
114,2072.0,1.769170757724503
115,2073.0,1.7190175644027437
116,2074.0,1.6756984552682852
117,2075.0,1.6585856088744277
118,2076.0,1.6766449288316274
119,2077.0,1.7261801005821444
120,2078.0,1.7931501013273452
121,2079.0,1.8589100762596649
122,2080.0,1.9070842245319015
123,2081.0,1.9290388464815824
124,2082.0,1.926116801863901
125,2083.0,1.90810919393079
126,2084.0,1.888852551835564
127,2085.0,1.880821061087458
128,2086.0,1.8907970034247727
129,2087.0,1.9181206289586905
130,2088.0,1.9559176021244313
131,2089.0,1.9945337774095464
132,2090.0,2.025626352435694
133,2091.0,2.045243236129776
134,2092.0,2.054769859245898
135,2093.0,2.0595748115995622
136,2094.0,2.0661371173895127
137,2095.0,2.0790051494340096
138,2096.0,2.0989107047838793
139,2097.0,2.122783121801735
140,2098.0,2.1455434436211496
141,2099.0,2.1627817046772586
142,2100.0,2.1730571175596736
