0,1,2,3,4,5,6,7,8,9
0.110886347,0.111918849,0.112283458,0.110987846,0.108525987,0.099638142,0.105727568,0.110464226,-0.105745747,-0.083456659
0.20851112,0.146046728,-0.084971629,-0.160832581,-0.27078555,0.435156875,-0.298270244,0.218457655,-0.392283247,0.720429689
0.132980682,0.112738561,0.059763438,0.037669086,0.576179875,-1.343064953,1.067897646,0.214122685,-0.065509791,1.323454139
