,Population,City Population,GDP,Industrty Added Value,Agriculture Added Value,Fossil Fuel Percentage,New Energy Production,Energy per GDP,Forest Area,Farmland Area
1990,52.80062644,21.229700710643442,19.56339266600911,,,59.74633385243166,,,41.40193426092923,
1991,53.68139818,21.93064685988103,21.02812940931876,,,60.21418186342178,,5.99539016396565,41.30729498863735,
1992,54.525769669999995,22.631593009118614,22.551807054621925,,,60.66567337346159,3.0103286903135125,6.087141856909346,41.217316745172575,
1993,55.37885402,23.332539158356198,24.13442560191862,,,61.10080838255109,2.4710490636323783,6.178893549853041,41.1317699726653,
1994,56.22085292999999,24.033485307593786,25.775985051208835,,,61.519586890690285,2.023266023652557,6.2706452427967365,41.05043641907936,
1995,57.06753581,24.73443145683137,27.47648540249258,,,61.922008897879174,1.6669795703740484,6.362396935740432,40.973108581394385,
1996,57.89655178,25.435377606068954,29.235926655769855,,,62.30807440411776,1.4021897037968523,6.454148628684127,40.89958917621168,
1997,58.72284397,26.13632375530654,31.05430881104065,7.428852141065158,,62.67778340940603,1.2288964239209692,6.545900321627823,40.82969063643303,
1998,59.5400434,26.837269904544126,32.931631868304976,7.846435323134359,,63.03113591374401,1.1470997307463997,6.637652014571518,40.76323463272836,
1999,60.344843690000005,27.53821605378171,34.86789582756282,8.318841043744284,,63.36813191713167,1.156799624273142,6.729403707515213,40.70005161857128,
2000,61.14324044,28.239162203019294,36.86310068881419,8.846069302894932,0.9388934884942206,63.68877141956903,1.2579961045011974,6.821155400458909,40.6399803976818,48.939190870645504
2001,61.93663732,28.940108352256882,38.917246452059096,9.428120100586305,1.0268906273175535,63.99305442105608,1.4506891714305656,6.9129070934026045,40.58286771277284,48.78894370542593
2002,62.727242360000005,29.641054501494466,41.03033311729753,10.0649934368184,1.126343274516038,64.28098092159283,1.7348788250612461,7.004658786346299,40.52856785455101,48.650092000128424
2003,63.51855732,30.34200065073205,43.202360684529474,10.756689311591218,1.2372514300896742,64.55255092117926,2.1105650653932404,7.096410479289995,40.4769422899744,48.52177146885018
2004,64.31527220999999,31.042946799969634,45.433329153754954,11.503207724904764,1.359615094038462,64.80776441981538,2.5777478924265482,7.188162172233691,40.42785930881883,48.40318337724376
2005,65.11724848,31.743892949207222,47.72323852497396,12.304548676759032,1.4934342663624014,65.04662141750121,3.1364273061611674,7.279913865177386,40.38119368765077,48.29358957077515
2006,65.92711655,32.4448390984448,50.07208879818649,13.16071216715402,1.6387089470614922,65.26912191423673,3.7866033065970988,7.371665558121081,40.336826370349925,48.19230788006257
2007,66.74181848,33.14578524768239,52.47987997339255,14.071698196089736,1.795439136135735,65.47526591002195,4.528275893734343,7.463417251064777,40.29464416436611,48.09870787469606
2008,67.57000414000001,33.84673139691998,54.94661205059212,15.037506763566176,1.963624833585129,65.66505340485685,5.361445067572902,7.5551689440084715,40.254539451935656,48.012206939107664
2009,68.39553692,34.54767754615756,57.472285029785226,16.058137869583337,2.1432660394096748,65.83848439874144,6.28611082811277,7.646920636952167,40.21640991552054,47.93226664606636
